country_consuming,sector_consuming,analysis_year,stressor,healthcare_supply_chain,national_supply_chain,model
DNK,health_and_eldercare,2022,Taxes less subsidies on products purchased: Total,772.6754550941317,16385.801458919927,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Other net taxes on production,133.59263138078657,5690.9778326795895,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Compensation of employees; wages, salaries, & employers' social contributions: Low-skilled",795.1073174581268,14422.475852802447,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Compensation of employees; wages, salaries, & employers' social contributions: Medium-skilled",3642.611185363785,77029.85277180905,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Compensation of employees; wages, salaries, & employers' social contributions: High-skilled",3657.5957380423724,90632.98323520739,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Operating surplus: Consumption of fixed capital,2131.150878731327,56667.88665947082,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Operating surplus: Remaining net operating surplus,1653.9561412708683,41491.532442792595,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: Low-skilled male,38.14663138444428,550.1518464648913,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: Low-skilled female,23.11008062552447,337.121741288172,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: Medium-skilled male,112.48308758236529,1828.006360814701,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: Medium-skilled female,62.506049239125645,1157.761591642549,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: High-skilled male,39.46706864950941,762.5594621639751,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: High-skilled female,23.5951300530152,612.340971577188,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: Low-skilled male,82.00333154478334,1179.452824446481,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: Low-skilled female,47.880631669304606,692.6924222126714,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: Medium-skilled male,234.00005408398425,3807.8579194466965,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: Medium-skilled female,121.84639520046832,2288.76321434461,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: High-skilled male,76.03067783136878,1495.5649548882163,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: High-skilled female,44.0876173464937,1169.9554027337406,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment: Vulnerable employment,96.6737541027036,1534.8852286012377,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Employment hours: Vulnerable employment,198.76226860105015,3022.8799249102003,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO2 - combustion - air,2323684955.030532,43777937473.933624,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - combustion - air,465317.007725158,8087399.69889188,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,N2O - combustion - air,57481.07347451615,1183335.1959099413,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,SOx - combustion - air,7722240.245873913,150054568.1386188,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,NOx - combustion - air,13918846.356902432,273930133.94847566,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,NH3 - combustion - air,1623183.265710242,29415915.6224244,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - combustion - air,7369735.639931951,160594230.79234403,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Benzo(a)pyrene - combustion - air,746.546178545733,20524.148318834526,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Benzo(b)fluoranthene - combustion - air,1164.9225713658905,32625.551950721787,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Benzo(k)fluoranthene - combustion - air,59.747405411038905,824.7716388581888,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Indeno(1,2,3-cd)pyrene - combustion - air",54.41455338747078,745.3544383097737,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,PCBs - combustion - air,1.330789017289602,23.65511645912275,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,PCDD_F - combustion - air,0.0004583744415133332,0.007395173925155955,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,HCB - combustion - air,0.006534327893586568,0.12391370052076102,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,NMVOC - combustion - air,1170185.397795673,23329084.263526686,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,PM10 - combustion - air,1274777.8771620393,23686213.953961007,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,PM2.5 - combustion - air,1038782.0796079489,19511037.738059416,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,TSP - combustion - air,1872510.2533134266,34588585.227465324,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - combustion - air,42475.61830509884,869652.9934860539,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - combustion - air,2561.0469493508217,52394.995043701325,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - combustion - air,128.26744610256952,2280.086715342191,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - combustion - air,43203.593979232435,881800.8217297872,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - combustion - air,1723.9800266732536,35241.188198910284,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Ni - combustion - air,2856.282693632591,57345.94499623965,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Pb - combustion - air,277.87737062956455,5161.263607139251,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Se - combustion - air,367.46356007209613,6293.104252674385,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Zn - combustion - air,904.7302833975202,16533.883753867332,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Agglomeration plant - pellets - air,5.673820784360963,217.12830508554947,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Agglomeration plant - sinter - air,19.063928764380016,613.9381529738956,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Glass production - air,0.011330772718792605,0.27498186603084346,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Production of coke oven coke - air,85.41572060228566,1605.7186128254277,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Production of gascoke - air,0.18863909068468615,5.94417256958853,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Steel production: basic oxygen furnace - air,1422.3470943071713,48045.89680309609,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Steel production: electric arc furnace - air,16.99722806728673,630.5192738570283,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,As - non combustion - Steel production: open hearth furnace - air,895.9057094348714,25086.819904991553,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(a)P - non combustion - Primary aluminium production - air,126.64790749584785,3888.1488023525912,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(a)P - non combustion - Production of coke oven coke - air,640.6179045169471,12042.889596183162,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(a)P - non combustion - Production of gascoke - air,1.4147931801292313,44.581294271727295,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(b)F - non combustion - Primary aluminium production - air,168.8638766612028,5184.198403138913,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(b)F - non combustion - Production of coke oven coke - air,213.5393015057734,4014.2965320657313,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(b)F - non combustion - Production of gascoke - air,0.4715977267105259,14.860431423933857,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(k)F - non combustion - Primary aluminium production - air,168.8638766612028,5184.198403138913,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(k)F - non combustion - Production of coke oven coke - air,213.5393015057734,4014.2965320657313,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,B(k)F - non combustion - Production of gascoke - air,0.4715977267105259,14.860431423933857,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Extraction/production of (natural) gas - air,1187168.1798503925,23840719.2282175,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Extraction/production of crude oil - air,8060546.28533441,78679959.80691573,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Mining of antracite - air,52755.992156882596,794292.1893720392,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Mining of bituminous coal - air,1158870.9551786687,22685400.28877257,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Mining of coking coal - air,278389.510071947,5385189.1872897,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Mining of lignite (brown coal) - air,33419.059839546564,569431.6096631426,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Mining of sub-bituminous coal - air,156955.75669118777,2876852.143974252,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CH4 - non combustion - Oil refinery - air,94477.50794001583,1422760.7597803564,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Agglomeration plant - sinter - air,5139928.2126987735,160775448.80348188,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Bricks production - air,394174.1749747161,8982297.971298354,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Carbon black production - air,881358.6492582056,645461.5869596184,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Cement production - air,20217.031974865542,741519.0110488598,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"CO - non combustion - Chemical wood pulp, dissolving grades - air",1230.9900040362613,20037.609505125754,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"CO - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air",12784.504831745078,210821.34093004148,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air",1568.346687242646,22610.204391759533,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Glass production - air,4.599833134115581,113.19852456838244,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Lime production - air,10253.662377176603,321696.85717523395,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Oil refinery - air,66627.39684465833,904523.430696541,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"CO - non combustion - Pig iron production, blast furnace - air",2043799.3382763488,70671566.91234352,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Primary aluminium production - air,2288482.9210313708,75537560.48384468,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Production of coke oven coke - air,120064.25790118743,2047852.489867181,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Production of gascoke - air,113.03394378631413,3561.792339267055,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air",17368.697993075002,448543.7352178204,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Steel production: basic oxygen furnace - air,382213.28817718994,15109803.033220984,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO - non combustion - Steel production: electric arc furnace - air,190141.1985373661,7618892.999453409,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO2 - non combustion - Cement production - air,30802248.270693734,1475289614.0974677,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,CO2 - non combustion - Lime production - air,11620817.376298089,364589771.9513078,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Agglomeration plant - pellets - air,0.03152122657977827,1.2062683615862888,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Agglomeration plant - sinter - air,4.236428614303243,136.43070066079068,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Glass production - air,0.00775263396549578,0.18814548728441416,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cd - non combustion - Nickel, unwrought - air",0.14164683301176306,4.502628131737333,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Production of coke oven coke - air,25.624716180701753,481.7155838480726,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Production of gascoke - air,0.056591727205286754,1.7832517708728093,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cd - non combustion - Refined copper; unwrought, not alloyed - air",1.1981354263793191,31.63838151759287,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cd - non combustion - Refined lead, unwrought - air",0.5401009293458341,13.196010252893052,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Steel production: basic oxygen furnace - air,238.24313829662273,8047.687714525005,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Steel production: electric arc furnace - air,226.6297075638191,8406.923651427564,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Steel production: open hearth furnace - air,23.89081891826098,668.9818641329043,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air,1.1160491693617167,28.81346494762409,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cd - non combustion - Zinc, unwrought, not alloyed - air",1.0598848729401924,25.794661615373112,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Agglomeration plant - pellets - air,0.66194575817569,25.33163559332323,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Agglomeration plant - sinter - air,16.94571445721001,545.7228026430756,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Glass production - air,0.013716198554334834,0.33287278519540126,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cr - non combustion - Pig iron production, blast furnace - air",5409.634090021048,179997.72449351478,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Steel production: basic oxygen furnace - air,8178.495792270832,276263.9066179364,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Steel production: electric arc furnace - air,113.31485378195711,4203.4618257151715,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cr - non combustion - Steel production: open hearth furnace - air,68.68610439003139,1923.322859383144,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Agglomeration plant - pellets - air,1.1347641568721571,43.42566101711066,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Agglomeration plant - sinter - air,34.950536068003466,1125.5532804517106,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Glass production - air,0.00041744952121825055,0.01013091085375753,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Cu - non combustion - Pig iron production, blast furnace - air",35.28022232624914,1173.8982032193514,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Steel production: basic oxygen furnace - air,71.11735471539374,2402.294840155936,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Steel production: electric arc furnace - air,22.662970756381956,840.6923651427572,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Cu - non combustion - Steel production: open hearth furnace - air,8.959057094348733,250.86819904991495,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,HCB - non combustion - Agglomeration plant - pellets - air,0.010086792505534488,0.3860058757077998,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,HCB - non combustion - Agglomeration plant - sinter - air,0.03389142891443121,1.0914456052866706,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - non combustion - Agglomeration plant - pellets - air,0.06304245315954775,2.4125367231718364,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - non combustion - Agglomeration plant - sinter - air,51.89625052522092,1671.2760830950645,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - non combustion - Glass production - air,0.00017890693766526203,0.004341818937331928,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Hg - non combustion - Nickel, unwrought - air",0.29509756877446697,9.380475274451141,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,"Hg - non combustion - Pig iron production, blast furnace - air",0.23520148217495784,7.825988021460598,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - non combustion - Production of coke oven coke - air,17.083144120460375,321.1437225651482,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,health_and_eldercare,2022,Hg - non combustion - Production of gascoke - air,0.03772781813681845,1.1888345139139627,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
