time,geo,nace_r2,cpa2_1,unit,value
2022,DK,A02,CPA_K65,MIO_EUR,0
2022,DK,A02,CPA_K66,MIO_EUR,0
2022,DK,A02,CPA_L,MIO_EUR,0
2022,DK,A02,CPA_M69_70,MIO_EUR,0
2022,DK,A02,CPA_M71,MIO_EUR,0
2022,DK,A02,CPA_M72,MIO_EUR,0.515
2022,DK,A02,CPA_M73,MIO_EUR,0
2022,DK,A02,CPA_M74_75,MIO_EUR,0
2022,DK,A02,CPA_N77,MIO_EUR,1.117
2022,DK,A02,CPA_N78,MIO_EUR,0
2022,DK,A02,CPA_N79,MIO_EUR,0
2022,DK,A02,CPA_N80-82,MIO_EUR,0
2022,DK,A02,CPA_O84,MIO_EUR,0
2022,DK,A02,CPA_P85,MIO_EUR,0
2022,DK,A02,CPA_Q86,MIO_EUR,0
2022,DK,A02,CPA_Q87_88,MIO_EUR,0
2022,DK,A02,CPA_R90-92,MIO_EUR,0
2022,DK,A02,CPA_R93,MIO_EUR,0
2022,DK,A02,CPA_S94,MIO_EUR,0
2022,DK,A02,CPA_S95,MIO_EUR,0
2022,DK,A02,CPA_S96,MIO_EUR,0
2022,DK,A02,CPA_T,MIO_EUR,0
2022,DK,A02,CPA_U,MIO_EUR,0
2022,DK,A03,CPA_A01,MIO_EUR,0
2022,DK,A03,CPA_A02,MIO_EUR,0
2022,DK,A03,CPA_A03,MIO_EUR,539.523
2022,DK,A03,CPA_B,MIO_EUR,0
2022,DK,A03,CPA_C10-12,MIO_EUR,119.685
2022,DK,A03,CPA_C13-15,MIO_EUR,0
2022,DK,A03,CPA_C16,MIO_EUR,0
2022,DK,A03,CPA_C17,MIO_EUR,0
2022,DK,A03,CPA_C18,MIO_EUR,0
2022,DK,A03,CPA_C19,MIO_EUR,0
2022,DK,A03,CPA_C20,MIO_EUR,0
2022,DK,A03,CPA_C21,MIO_EUR,0
2022,DK,A03,CPA_C22,MIO_EUR,0
2022,DK,A03,CPA_C23,MIO_EUR,0
2022,DK,A03,CPA_C24,MIO_EUR,0
2022,DK,A03,CPA_C25,MIO_EUR,0
2022,DK,A03,CPA_C26,MIO_EUR,0
2022,DK,A03,CPA_C27,MIO_EUR,0
2022,DK,A03,CPA_C28,MIO_EUR,0.079
2022,DK,A03,CPA_C29,MIO_EUR,0
2022,DK,A03,CPA_C30,MIO_EUR,0
2022,DK,A03,CPA_C31_32,MIO_EUR,0
2022,DK,A03,CPA_C33,MIO_EUR,0
2022,DK,A03,CPA_D35,MIO_EUR,0
2022,DK,A03,CPA_E36,MIO_EUR,0
2022,DK,A03,CPA_E37-39,MIO_EUR,0
2022,DK,A03,CPA_F,MIO_EUR,0
2022,DK,A03,CPA_G45,MIO_EUR,0
2022,DK,A03,CPA_G46,MIO_EUR,0
2022,DK,A03,CPA_G47,MIO_EUR,0
2022,DK,A03,CPA_H49,MIO_EUR,0
2022,DK,A03,CPA_H50,MIO_EUR,0
2022,DK,A03,CPA_H51,MIO_EUR,0
2022,DK,A03,CPA_H52,MIO_EUR,0
2022,DK,A03,CPA_H53,MIO_EUR,0
2022,DK,A03,CPA_I,MIO_EUR,0
2022,DK,A03,CPA_J58,MIO_EUR,0
2022,DK,A03,CPA_J59_60,MIO_EUR,0
2022,DK,A03,CPA_J61,MIO_EUR,0
2022,DK,A03,CPA_J62_63,MIO_EUR,0
2022,DK,A03,CPA_K64,MIO_EUR,0
2022,DK,A03,CPA_K65,MIO_EUR,0
2022,DK,A03,CPA_K66,MIO_EUR,0
2022,DK,A03,CPA_L,MIO_EUR,0
2022,DK,A03,CPA_M69_70,MIO_EUR,0
2022,DK,A03,CPA_M71,MIO_EUR,0
2022,DK,A03,CPA_M72,MIO_EUR,0
2022,DK,A03,CPA_M73,MIO_EUR,0
2022,DK,A03,CPA_M74_75,MIO_EUR,0
2022,DK,A03,CPA_N77,MIO_EUR,1.089
2022,DK,A03,CPA_N78,MIO_EUR,0
2022,DK,A03,CPA_N79,MIO_EUR,0
2022,DK,A03,CPA_N80-82,MIO_EUR,0
