consuming_country_iso3,model,analysis_year,indicator,unit,scope,value,basis
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1,195.9599983729744,national accounts (DRIVHUS/AFFALD) + medical gases
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2,1119.8101273154427,"GHG Protocol strict: generation of purchased electricity/steam/heat, traced through T&D with the energy-block inverse; basis of this folder's partition"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2 (OECD first-tier convention),1102.4856124773019,Doucet et al. 2025: F A Y restricted to energy sectors; under-counts on EXIOBASE ixi because T&D sit between the buyer and generation. Not added to the total
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2 (Hertwich & Wood 2018 convention),1121.6753499876768,"cradle-to-gate embodied emissions of purchased energy (E_Z = mhat Z, m = s L). Broader than the corporate standard, which puts upstream fuel in Scope 3 cat. 3. THIS IS THE MANUSCRIPT'S REPORTED SCOPE 2. Not added to this folder's total"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,self-supply loop removed,0.7780252196027478,"s_h (L_hh - 1) E_H, overlaps national-accounts Scope 1"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 3,4124.640488354109,"footprint residual after Scope 2, plus pMDI (climate) and commuting"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Outside protocol,224.23761012569273,patient and visitor travel
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,TOTAL,5664.648224168219,S1+S2+S3+outside
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1 component: direct operations,182.8387699118744,national accounts (DRIVHUS / AFFALD01) or EXIOBASE direct row of the Danish health industry. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1 component: anaesthetic gases,13.1212284611,Medstat N01AB volatiles + NID N2O. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 3 component: pMDI propellant,10.611,"Danish EPA F-gas inventory, MDI line. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 3 component: employee commuting,316.8201,"bottom-up commuting, GHG Protocol Scope 3 cat. 7. Component"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Outside protocol component: patient and visitor travel,224.23761012569273,TU purpose 33 + NHS visitor ratio. Component
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,material_extraction,kt,Scope 1,0.0,EXIOBASE direct of the sector
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,material_extraction,kt,Scope 2,0.018505106362869495,"GHG Protocol strict: generation of purchased electricity/steam/heat, traced through T&D with the energy-block inverse; basis of this folder's partition"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,material_extraction,kt,Scope 2 (OECD first-tier convention),0.015873132993381212,Doucet et al. 2025: F A Y restricted to energy sectors; under-counts on EXIOBASE ixi because T&D sit between the buyer and generation. Not added to the total
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,material_extraction,kt,Scope 2 (Hertwich & Wood 2018 convention),0.01960831889936011,"cradle-to-gate embodied emissions of purchased energy (E_Z = mhat Z, m = s L). Broader than the corporate standard, which puts upstream fuel in Scope 3 cat. 3. THIS IS THE MANUSCRIPT'S REPORTED SCOPE 2. Not added to this folder's total"
DNK,EXIOBASE v3.7 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,material_extraction,kt,self-supply loop removed,0.0,"s_h (L_hh - 1) E_H, overlaps national-accounts Scope 1"
